time,ONSET,CRYPTO10,unforecasted_basket
2016-01-01,0.0,0.0,0.0
2016-01-02,-0.0017133006213362,-0.0030458064200221,-0.0017133006213362
2016-01-03,-0.0051287530481264,-0.0074755475935835,-0.0051287530481264
2016-01-04,-0.0015447093381016,0.0062025007432393,-0.0015447093381016
2016-01-05,-0.0063085210577407,-0.0019503449683526,-0.0063085210577407
2016-01-06,-0.0039544076568246,-0.0041573115718526,-0.0039544076568246
2016-01-07,0.0188025158587665,0.0625625315304432,0.0188025158587665
2016-01-08,0.0070794123087656,-0.0109576440864576,0.0070794123087656
2016-01-09,0.014922743659369,-0.0108485431995307,0.014922743659369
2016-01-10,-0.0060464498630116,-0.000451713143143,-0.0060464498630116
2016-01-11,0.0062302887856033,0.0022095311108119,0.0062302887856033
2016-01-12,0.0103156717195871,-0.0182073377040917,0.0103156717195871
2016-01-13,-0.0047578355172216,-0.0158978864508405,-0.0047578355172216
2016-01-14,0.0147388174523892,-0.0048404960735572,0.0147388174523892
2016-01-15,-0.0740473376342,-0.1447470436464195,-0.0740473376342
2016-01-16,0.0412801173303361,0.0570166745348219,0.0412801173303361
2016-01-17,0.0100696215195521,-0.0102463220139239,0.0100696215195521
2016-01-18,0.0164630567856596,0.0111791987772518,0.0164630567856596
2016-01-19,-0.0056164107980878,-0.0166779721656068,-0.0056164107980878
2016-01-20,0.0441168997504126,0.1030352687401292,0.0441168997504126
2016-01-21,0.0033004944429186,-0.026878352352011,0.0033004944429186
2016-01-22,-0.0208021125824841,-0.0634701094124617,-0.0208021125824841
2016-01-23,0.042103188465467,0.0170083164619188,0.042103188465467
2016-01-24,0.0245632608952273,0.0391520502829834,0.0245632608952273
2016-01-25,0.0072934655020826,-0.025548680738572,0.0072934655020826
2016-01-26,0.05621082103306,0.0040013026209309,0.05621082103306
2016-01-27,0.0751127559983373,0.0150780937288543,0.0751127559983373
2016-01-28,-0.0456127889167103,-0.0376488629418048,-0.0456127889167103
2016-01-29,0.0025344671294673,0.0017417784223727,0.0025344671294673
2016-01-30,-0.0198711103610337,-0.0062347758074512,-0.0198711103610337
2016-01-31,-0.0127840035750913,-0.0252496644428587,-0.0127840035750913
2016-02-01,0.0037401485911854,0.0100943663142907,0.0037401485911854
2016-02-02,0.0088388837296662,0.0075047339554066,0.0088388837296662
2016-02-03,0.0019896207868876,-0.0091510999122841,0.0019896207868876
2016-02-04,0.0188793985231583,0.0503092331746632,0.0188793985231583
2016-02-05,0.0029200401982261,-0.0067791419643361,0.0029200401982261
2016-02-06,0.0015993530694882,-0.020021860385295,0.0015993530694882
2016-02-07,0.0120914397840721,0.0067311100845803,0.0120914397840721
